timestamp,orientation_x,orientation_y,orientation_z,orientation_w,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,magnetic_field_x,magnetic_field_y,magnetic_field_z
1710124517.9318507,0.43314805634714393,-0.0054768233049423635,-0.006439876771462667,0.9012831373527113,-0.002978,0.000764,0.000314,0.049,0.152,-9.853,0.2903,-0.098,1.0951
1710124518.9322214,0.43317966158939286,-0.005461318265980158,-0.006447246550432205,0.9012679888912145,0.002537,-0.00165,-0.000246,0.029,0.156,-9.862,0.2945,-0.097,1.0915
1710124519.9331691,0.4331717965259744,-0.0054612620029322115,-0.006447294209179331,0.9012717690625706,-0.002571,0.00275,0.000897,0.056,0.155,-9.856,0.2904,-0.0958,1.0963
1710124520.9383488,0.43317954146693327,-0.005472963385888024,-0.006451331117434239,0.9012679467578368,0.002387,-0.002223,0.001223,0.035,0.17,-9.829,0.2966,-0.0981,1.0954
1710124521.9425278,0.43319539161726395,-0.005461430790828338,-0.006447151231464997,0.9012604283425966,-0.001677,0.000592,-0.000866,0.003,0.171,-9.858,0.2936,-0.0936,1.0977
1710124522.9459028,0.43319534394079456,-0.005465211133564428,-0.006455016212165664,0.9012603720462709,0.001709,-0.000398,0.000436,0.055,0.152,-9.866,0.2924,-0.1003,1.0965
1710124523.9473104,0.4332111215131764,-0.005461543314012874,-0.006447055910533874,0.901252867519439,-0.000631,0.001696,-0.000611,0.05,0.169,-9.866,0.2913,-0.1025,1.094
1710124524.948147,0.4332426532534636,-0.005453903703847291,-0.006450646291154808,0.9012377308450388,0.001633,-0.002634,-0.000966,0.029,0.16,-9.858,0.2934,-0.0992,1.094
1710124525.9527724,0.43327423194299497,-0.00544248331983807,-0.006446372561464595,0.9012226492883543,0.000465,0.00124,0.000323,0.027,0.169,-9.866,0.2925,-0.0969,1.099
1710124526.9536178,0.4332820243356472,-0.005450404062447529,-0.006442543695427851,0.9012188824663475,0.001311,-0.000448,0.001447,0.034,0.168,-9.87,0.2934,-0.1014,1.0966
1710124527.9526148,0.4332742794211238,-0.005438702288675155,-0.0064385079099574215,0.9012227055092511,0.000828,0.000417,0.000826,0.023,0.142,-9.874,0.2894,-0.0936,1.0925
1710124528.9554274,0.4332899611795265,-0.005442595829435135,-0.0064462775712293445,0.901215087089179,0.000329,-0.001759,-0.000306,0.048,0.188,-9.874,0.2904,-0.0947,1.0951
1710124529.95602,0.4333056427709807,-0.005446489642648539,-0.0064540470980590375,0.9012074683276076,-0.000174,-0.001002,-0.001868,0.063,0.151,-9.866,0.2893,-0.0969,1.0988
1710124530.958205,0.43332129943243025,-0.005454466608162962,-0.006450170323709577,0.9011999198596312,-0.000146,0.000844,0.000789,0.033,0.177,-9.839,0.2947,-0.0892,1.0952
1710124531.96825,0.43333714809717533,-0.005442933348278733,-0.00644599258874182,0.901192398844508,0.00097,-0.000911,0.00047,0.035,0.17,-9.855,0.2903,-0.098,1.0913
1710124532.9660072,0.43334501246795193,-0.005442989599968598,-0.006445945089942429,0.9011886172301905,-0.000162,0.001202,9.1e-05,0.039,0.188,-9.872,0.2882,-0.0991,1.0963
1710124533.96745,0.4333371728589906,-0.005438850671691917,-0.00645763882672893,0.9011923282089853,0.000285,-9.9e-05,-0.000296,0.026,0.181,-9.843,0.2935,-0.0981,1.0953
1710124534.9689014,0.43332942807713004,-0.00542714851572991,-0.006453603651463358,0.901196151690211,0.000424,-0.000102,-0.000591,0.03,0.162,-9.874,0.2916,-0.0869,1.095
1710124535.9750266,0.4333687497647517,-0.0054274301021444,-0.0064533668412935724,0.9011772432691774,0.000574,0.001075,-0.000975,0.068,0.182,-9.847,0.2924,-0.0981,1.0939
1710124536.9755263,0.43337654182865704,-0.005435350510592105,-0.006449537284056218,0.9011734757671704,-0.000952,0.00157,0.000963,0.044,0.144,-9.858,0.2935,-0.0981,1.0978
1710124537.976537,0.4333923176237943,-0.005431681014184266,-0.006441578261932345,0.9011659680300469,0.00089,-0.000612,0.001302,0.051,0.134,-9.886,0.2935,-0.097,1.0978
1710124538.9774227,0.4334001096253013,-0.00543960122095264,-0.0064377484611030916,0.9011622002226266,-9e-05,0.000922,0.000915,0.058,0.171,-9.847,0.2924,-0.1003,1.0978
1710124539.9790258,0.4333765645570506,-0.005435650755458715,-0.006430026644321384,0.9011736024490212,0.001176,-0.000543,0.000263,0.039,0.14,-9.85,0.2914,-0.098,1.0952
1710124540.986059,0.43336881973717045,-0.005423948660244935,-0.006425991948548997,0.9011774261975385,0.000149,-0.000399,-0.000328,0.032,0.173,-9.869,0.2894,-0.0947,1.0937
1710124541.989631,0.4333765645570506,-0.005435650755458715,-0.006430026644321384,0.9011736024490212,0.000396,-0.000361,0.000323,0.042,0.177,-9.834,0.2893,-0.0958,1.0925
1710124542.9944277,0.43336870031730146,-0.0054355946426837744,-0.006430074079077881,0.9011773843386834,0.000585,0.000658,-0.001582,0.03,0.136,-9.848,0.2935,-0.0981,1.0953
1710124543.9954631,0.4333609554640535,-0.005423892582679805,-0.0064260392811856006,0.9011812080196139,0.000893,-0.001354,0.001935,0.044,0.177,-9.864,0.2915,-0.0958,1.1002
1710124544.9971225,0.43338447618278514,-0.0054319248750083786,-0.006422115018586892,0.901169876568571,-0.001063,0.001308,0.000684,0.042,0.168,-9.828,0.2914,-0.0991,1.0977
1710124546.0002038,0.4333767067135388,-0.00542430498166849,-0.006406433972378352,0.9011737704778978,0.001231,-0.000595,0.00024,0.048,0.153,-9.86,0.2925,-0.0947,1.0939
1710124547.0035598,0.4334160520021059,-0.005420502848598607,-0.006417843883620621,0.9011547898644614,-0.001399,0.000611,0.000605,0.052,0.164,-9.852,0.2935,-0.0959,1.0952
1710124548.0056095,0.43340811599391404,-0.0054283108046171554,-0.006414108716963051,0.9011585862886629,0.001034,-0.000914,0.00122,0.034,0.177,-9.853,0.2916,-0.0903,1.0963
1710124549.0043435,0.43342389146773624,-0.005424640414331206,-0.006406149947651993,0.9011510776912979,0.000751,-0.000819,0.000526,0.036,0.155,-9.876,0.2905,-0.0902,1.0963
1710124550.0056274,0.43343952308971495,-0.005436697409623597,-0.006390625818522649,0.90114359679614,0.000524,0.000954,-0.000473,0.047,0.168,-9.85,0.2914,-0.098,1.0939
1710124551.0064006,0.43344733957348325,-0.005440535719959377,-0.006398442302290833,0.9011397584858042,0.000889,0.000551,-0.001091,0.042,0.17,-9.855,0.2914,-0.0958,1.0977
1710124552.012696,0.4334553473104,-0.005424864027844206,-0.006405960588077249,0.9011359477943625,-4.3e-05,0.000119,0.000636,0.053,0.168,-9.875,0.2913,-0.098,1.0901
1710124553.0162394,0.4334552999530259,-0.005428646639123066,-0.0064138244824817735,0.9011358918574978,0.000778,0.000832,-0.001968,0.058,0.144,-9.825,0.2893,-0.0969,1.0976
1710124554.0193632,0.4334395001335617,-0.005436398525968365,-0.006410136485048345,0.9011434710662216,-0.001093,0.001041,-0.001086,0.035,0.165,-9.869,0.2924,-0.0992,1.0914
1710124555.0183203,0.4334317081220046,-0.00542847872373042,-0.006413966601920445,0.9011472393818987,0.000775,0.000196,-0.000669,0.041,0.159,-9.878,0.2904,-0.0969,1.0964
1710124556.0240552,0.433431732733953,-0.005424397265895572,-0.006425613269839229,0.9011471691503288,-0.000957,0.000892,-0.000664,0.049,0.153,-9.842,0.2904,-0.0947,1.0951
1710124557.0220344,0.43346318844017845,-0.005424621558806833,-0.006425423918740108,0.901132038979684,-0.000264,-0.000313,6.4e-05,0.034,0.169,-9.838,0.2903,-0.0991,1.0951
1710124558.0244987,0.4334709328595939,-0.005436324076468799,-0.006429457389049831,0.9011282144201521,-0.000363,0.000754,0.000269,0.038,0.148,-9.843,0.2903,-0.098,1.0926
1710124559.031737,0.43346314108491996,-0.005428404238512467,-0.006433287779033048,0.9011319828729697,0.001529,-0.000171,-0.000626,0.043,0.16,-9.853,0.2915,-0.0914,1.0938
1710124560.0316038,0.4334867325165161,-0.0054285726597323725,-0.006433145661537774,0.901120634525661,0.000452,-0.000212,0.00028,0.047,0.164,-9.84,0.2914,-0.0969,1.0964
1710124561.0343678,0.4335025073302279,-0.005424901915650931,-0.006425187218856444,0.9011131247223146,4.5e-05,0.000194,-0.001607,0.035,0.164,-9.837,0.2903,-0.0991,1.0951
1710124562.0370936,0.43349454887079564,-0.005432411753102619,-0.006440962015817332,0.9011167954322908,-0.000915,0.000588,-0.000123,0.063,0.141,-9.843,0.2934,-0.0981,1.0927
1710124563.0372312,0.4335182593315825,-0.005420933716110573,-0.006436739593907172,0.9011054881017875,0.004701,-0.002349,0.001062,-0.017,0.164,-9.838,0.2925,-0.0958,1.0939
1710124564.039049,0.43351813990477456,-0.005432580375232199,-0.006440819793402943,0.9011054462627334,-0.000622,0.001186,0.000822,0.041,0.167,-9.845,0.2945,-0.097,1.0953
1710124565.0447314,0.43351032365100484,-0.00542874107723159,-0.0064330035396332926,0.9011092855607341,-0.002,2e-05,-0.000173,-0.018,0.158,-9.905,0.2914,-0.0969,1.0951
1710124566.0432038,0.4335025073302279,-0.005424901915650931,-0.006425187218856444,0.9011131247223146,0.002177,0.001134,-0.0016,0.016,0.143,-9.887,0.2905,-0.0914,1.0976
1710124567.0482376,0.4335102041229261,-0.005440387699703679,-0.006437083840399904,0.9011092436850303,-0.000235,0.000963,-0.000251,0.039,0.16,-9.85,0.2925,-0.0947,1.0952
1710124568.0531015,0.43352602626872966,-0.0054329335914586885,-0.0064212616945966226,0.9011017895767853,0.000345,0.001109,0.000775,0.011,0.159,-9.853,0.2914,-0.0947,1.0938
1710124569.054709,0.433525811648038,-0.00545214673877935,-0.006441068983504165,0.9011016354225524,0.000197,0.001066,-0.000739,0.044,0.148,-9.838,0.2916,-0.0903,1.0989
1710124570.0568578,0.4335417059670471,-0.0054368290281037925,-0.006429030401325677,0.9010941669134256,0.000245,0.000791,0.000971,0.05,0.167,-9.856,0.2914,-0.0947,1.0938
1710124571.059476,0.43354942524628215,-0.005452611864479667,-0.006421415545934001,0.9010904118427076,0.001706,-0.001205,0.000472,0.022,0.164,-9.891,0.2913,-0.1003,1.0939
1710124572.0605378,0.4335415863358696,-0.005448475791954615,-0.006433110295180431,0.9010941250062906,0.000273,0.000277,0.001108,0.033,0.154,-9.864,0.2893,-0.0969,1.0912
1710124573.0650172,0.4335494498490371,-0.005448531931225048,-0.006433062748014585,0.9010903416079166,-0.000238,-0.001708,-0.00089,0.025,0.178,-9.894,0.2945,-0.097,1.0966
1710124574.0694292,0.43356529640859676,-0.005436997337862922,-0.006428888063271385,0.901082816509306,0.000548,-0.000617,-0.000325,0.06,0.158,-9.826,0.2916,-0.0914,1.1001
1710124575.0709033,0.4335810232045414,-0.0054371095422987605,-0.006428793168787248,0.901075249230119,0.000127,0.000436,0.000135,0.033,0.162,-9.861,0.2924,-0.1003,1.0952
1710124576.0727227,0.4335575050285968,-0.005429077901067513,-0.006432719282597093,0.901086585778056,0.000498,-0.000806,0.00061,0.042,0.174,-9.849,0.2927,-0.0869,1.0976
1710124577.0781772,0.4335496415482044,-0.0054290217647951205,-0.0064327666599945125,0.9010903692467248,-0.000965,-0.000538,0.000725,0.04,0.141,-9.846,0.2914,-0.098,1.0977
1710124578.084958,0.43354196929415684,-0.005409455459681697,-0.0064325177766734335,0.9010941800762153,0.001414,-0.000397,1.2e-05,0.033,0.183,-9.859,0.2914,-0.0958,1.0939
1710124579.084753,0.4335261949458806,-0.005413126420197193,-0.00644047578444464,0.9011016905043379,-0.00176,0.000701,0.000908,0.036,0.166,-9.89,0.2914,-0.0947,1.0938
1710124580.0870368,0.43352612294391285,-0.0054209898870536625,-0.006436692287091141,0.9011017049069796,-8.9e-05,-5.7e-05,-0.000337,0.062,0.167,-9.834,0.2934,-0.1014,1.0991
1710124581.0883777,0.43355757706307907,-0.005421214566697655,-0.00643650305492523,0.9010865714415226,0.000329,0.000765,0.000281,0.008,0.162,-9.836,0.2945,-0.0981,1.0966
1710124582.093249,0.43356558447998966,-0.0054055441316387485,-0.006444023426084602,0.9010827590234152,-0.000798,-0.000193,-0.000116,0.04,0.169,-9.856,0.2914,-0.098,1.0952
1710124583.0956733,0.4335576738447023,-0.005409271401378851,-0.006451934061371806,0.9010864862931552,-0.000684,0.000785,0.001788,0.023,0.168,-9.839,0.2915,-0.0925,1.0951
1710124584.0980844,0.43356580018684626,-0.005381954222646137,-0.006455374943042747,0.9010827151884724,0.001226,-0.001731,0.000342,0.02,0.154,-9.835,0.2893,-0.0969,1.0938
1710124585.102079,0.4335579367402309,-0.005381897888667604,-0.006455421909207634,0.9010864987295305,-0.002007,0.001303,-0.00069,0.02,0.153,-9.828,0.2935,-0.097,1.0965
1710124586.1052775,0.4335658940536318,-0.0053743870710894984,-0.006439648081847487,0.9010828277187769,0.000661,-0.000626,0.000996,0.045,0.148,-9.834,0.2934,-0.0992,1.0978
1710124587.1102488,0.43358941246666927,-0.005382418864438244,-0.006435723333906161,0.9010714912975251,-0.001026,-0.000178,-0.000479,0.043,0.171,-9.832,0.2924,-0.1003,1.094
1710124588.1170387,0.4335659409374976,-0.00537060349469711,-0.006431784650513946,0.901082883880997,-0.001106,-0.000613,0.000111,0.057,0.166,-9.869,0.2924,-0.0992,1.094
1710124589.1212795,0.4335500236278386,-0.005390001418200565,-0.006432174478107534,0.9010904238912404,-5e-05,0.001271,-0.000897,0.028,0.168,-9.844,0.2934,-0.0992,1.0978
1710124590.1212096,0.43356586927409085,-0.005378466799984143,-0.006428000811636086,0.9010828984622052,-1.1e-05,-0.001976,-0.000705,0.035,0.148,-9.839,0.2924,-0.0981,1.0965
1710124591.1253479,0.43355009539313755,-0.005382138047909838,-0.006435958180106998,0.9010904093468859,-0.000501,7.6e-05,0.001523,0.046,0.19,-9.852,0.2925,-0.0947,1.0914
1710124592.131442,0.43357356691677884,-0.005393953453638975,-0.006439896764075798,0.9010790171049758,0.000256,-0.000469,-0.000849,0.047,0.184,-9.869,0.2924,-0.1003,1.1003
1710124593.1335983,0.43358131127493094,-0.005405656600241292,-0.006443929080560168,0.9010751917392004,-0.000536,-0.001233,-9.3e-05,0.032,0.14,-9.837,0.2925,-0.0958,1.0977
1710124594.1389148,0.433589365479694,-0.005386202645657915,-0.0064435866658205075,0.9010714351009339,0.00033,3.7e-05,0.000778,0.023,0.164,-9.852,0.2924,-0.0981,1.0927
1710124595.144488,0.4336051390649478,-0.005382531188180372,-0.006435629391995045,0.9010639235974351,-0.001421,0.001384,0.000797,0.031,0.145,-9.883,0.2945,-0.0992,1.0953
1710124596.149217,0.4336130023145562,-0.005382587349436583,-0.006435582420304332,0.9010601396444601,0.000956,-0.000896,-0.000323,0.012,0.173,-9.856,0.2904,-0.0958,1.1014
1710124597.152821,0.4336052576826535,-0.005370884129131911,-0.006431550307606912,0.9010639651402511,-0.000195,0.000209,-0.000778,0.032,0.161,-9.85,0.2934,-0.0981,1.094
1710124598.1552997,0.4336051390649478,-0.005382531188180372,-0.006435629391995045,0.9010639235974351,0.00063,-0.001467,-0.000791,0.049,0.158,-9.85,0.2923,-0.1014,1.0978
1710124599.1563494,0.4336051390649478,-0.005382531188180372,-0.006435629391995045,0.9010639235974351,-0.000183,0.000558,-0.000441,0.032,0.15,-9.866,0.2904,-0.0969,1.0989
1710124600.1604323,0.43360518601988296,-0.005378747269310342,-0.006427766125631237,0.9010639797245863,0.001092,-0.001868,-0.000995,0.046,0.145,-9.862,0.2914,-0.0969,1.0951
1710124601.1623769,0.43362086553114304,-0.005382643510282889,-0.006435535448123522,0.9010563556228653,-0.000893,0.000445,-0.000885,0.038,0.148,-9.851,0.2925,-0.0969,1.0977
1710124602.165739,0.43364457360228637,-0.005371164753341308,-0.006431315952455114,0.9010450446840066,0.002137,-0.001395,-0.000537,0.053,0.152,-9.868,0.2917,-0.0869,1.0988
1710124603.1669726,0.4336365918652498,-0.00538275583074576,-0.0064354415022916224,0.9010487873738181,-0.00024,0.001005,0.000233,0.029,0.162,-9.836,0.2914,-0.0969,1.0926
1710124604.1721854,0.4336681380218596,-0.00537541153070205,-0.006419527599902787,0.9010337622314287,0.001163,-0.000475,-0.000558,0.02,0.155,-9.827,0.2945,-0.1003,1.1004
1710124605.1776092,0.43370733400116407,-0.005387339152048505,-0.006423370810262225,0.9010147975021817,-0.000693,0.001157,-0.000219,0.042,0.161,-9.842,0.2945,-0.0992,1.0953
1710124606.1831248,0.43369156123134345,-0.005391011715304285,-0.006431327739314331,0.9010223108963035,0.001273,-0.000749,-0.000182,0.013,0.143,-9.836,0.2915,-0.0925,1.0964
1710124607.1848133,0.43370740569530836,-0.005379476441632171,-0.006427155884747961,0.901014782978333,7.5e-05,-0.000359,-0.000364,0.034,0.146,-9.87,0.2934,-0.0981,1.094
1710124608.1876729,0.433699636664049,-0.005371850868105547,-0.00641147708768415,0.9010186797937526,0.000114,-0.000343,0.000438,0.041,0.171,-9.836,0.2893,-0.0991,1.0938
1710124609.1890712,0.4337076892585547,-0.005352396580653457,-0.006411137518956009,0.9010149218767475,0.000481,0.000385,0.000276,0.052,0.159,-9.866,0.2925,-0.0947,1.0964
1710124610.1941013,0.4337073809980528,-0.005383554341359235,-0.006415507972604938,0.9010148535223584,-0.000987,-0.001287,-6.5e-05,0.045,0.176,-9.841,0.2923,-0.1025,1.0978
1710124611.1992433,0.4337151250950158,-0.005395257883302984,-0.006419538653024731,0.9010110271132479,-0.000515,0.001756,0.000382,0.043,0.147,-9.88,0.2915,-0.0947,1.0977
1710124612.20121,0.43372279709334033,-0.005414824136424241,-0.006419783915884552,0.901007214918712,0.000333,0.000306,-0.000461,0.048,0.166,-9.888,0.2934,-0.0992,1.094
1710124613.2065413,0.43373073170953724,-0.005407017549940191,-0.006423521944056521,0.9010034155860667,-0.001135,0.001015,-0.001589,0.06,0.167,-9.829,0.2914,-0.0958,1.0964
1710124614.2121303,0.4337305406146943,-0.005426527781656831,-0.006423814118317555,0.9010033881992305,-0.000168,-0.00077,-0.001002,0.04,0.144,-9.857,0.2914,-0.0947,1.0938
1710124615.2161243,0.4337069522525161,-0.005426359604736856,-0.006423956182281245,0.9010147429294606,-0.002559,0.001174,-0.000181,0.045,0.146,-9.885,0.2945,-0.097,1.0966
1710124616.2227008,0.43370707148479665,-0.005414712089232922,-0.006419878421416358,0.9010147846723308,0.0015,-0.00089,0.000224,0.039,0.146,-9.882,0.2903,-0.1013,1.0977
1710124617.2272153,0.4337071659232932,-0.005407142472022006,-0.006404152745837672,0.9010148965831144,-0.000752,-0.000347,-0.000142,0.017,0.169,-9.817,0.2904,-0.0958,1.0963
1710124618.2320418,0.4337071905137896,-0.005403064571649767,-0.00641580065982354,0.9010148263440305,-0.000215,0.000126,0.000626,0.037,0.153,-9.866,0.2915,-0.0947,1.0964
1710124619.2321842,0.43370728697124666,-0.005391123962327507,-0.0064312336474303435,0.9010147414133887,-0.000622,-0.001197,0.000588,0.035,0.158,-9.841,0.2926,-0.0903,1.0964
1710124620.237425,0.4337151497916557,-0.005391180085223284,-0.006431186600753697,0.9010109565690068,-5.3e-05,-0.000101,-0.000524,0.044,0.15,-9.848,0.2912,-0.1036,1.094
1710124621.2402523,0.4337231782330743,-0.005375803667298106,-0.006419199222721043,0.9010072692712697,-0.000286,0.000226,-0.001086,0.04,0.153,-9.833,0.2904,-0.0947,1.0938
1710124622.242135,0.4337389037104466,-0.005375915702641095,-0.0064191053962694145,0.9009996992365367,0.001455,0.000265,-0.000482,0.03,0.161,-9.844,0.2934,-0.1014,1.0966
1710124623.2458992,0.43375481896708806,-0.005356517484764463,-0.006418719899409086,0.900992155780569,-0.001063,-0.000997,0.002076,0.024,0.164,-9.849,0.2915,-0.0936,1.0951
1710124624.2514884,0.4338019474475598,-0.005360639197156067,-0.0064263018653882426,0.9009693871505497,0.000536,-5e-06,-0.00174,0.027,0.152,-9.853,0.2903,-0.0991,1.0913
1710124625.2555456,0.43384125924026207,-0.005360919592368722,-0.006426067957260927,0.9009504581121852,-0.000417,0.001827,-0.000584,0.019,0.157,-9.86,0.2914,-0.098,1.0939
1710124626.260483,0.43385705525008,-0.005353169663024949,-0.006429760767364292,0.9009428713080326,-0.001323,6.9e-05,0.000282,0.056,0.159,-9.865,0.2914,-0.0969,1.0964
1710124627.2666903,0.43385698372607484,-0.005361031747596013,-0.006425974390584364,0.9009428860165584,-0.000293,0.000732,-0.001085,0.031,0.16,-9.856,0.2924,-0.0981,1.0939
1710124628.2704225,0.4338493577410736,-0.005337679335615679,-0.0064178693037404795,0.9009467547644358,0.000858,-0.000305,0.000154,0.036,0.156,-9.846,0.2923,-0.1025,1.094
1710124629.2757874,0.43385729128888734,-0.005329873255255813,-0.006421609099515555,0.9009429539005926,-0.00022,-0.000868,8.4e-05,0.049,0.165,-9.862,0.2914,-0.0947,1.0862
1710124630.2796628,0.4338495003497034,-0.005321955095862103,-0.006425441918149579,0.9009467251377448,0.000753,-0.001568,0.001461,0.058,0.162,-9.862,0.2903,-0.0991,1.0939
1710124631.2809076,0.4338571733711335,-0.005341521460170294,-0.006425684933800302,0.900942912639881,0.000323,-2.2e-05,-0.000228,0.038,0.15,-9.867,0.2913,-0.098,1.0901
1710124632.2832289,0.43387287296978794,-0.005345709373351289,-0.00641394304765657,0.9009354110183588,1.8e-05,0.000216,-0.000361,0.053,0.164,-9.864,0.2903,-0.098,1.0938
1710124633.2876248,0.43386501080863227,-0.005345653400935631,-0.0064139896975270545,0.900939197239138,-0.001569,0.000498,-0.000714,0.024,0.157,-9.816,0.2914,-0.0969,1.0901
1710124634.2891488,0.43385710194877797,-0.005349383545772603,-0.006421898557381217,0.9009429273839751,-0.000104,0.001035,-0.000819,0.026,0.151,-9.892,0.2924,-0.0992,1.094
1710124635.2934527,0.4338572199681817,-0.005337735341887592,-0.006417822723456693,0.900942968680255,-0.00012,0.000341,0.000768,0.05,0.175,-9.888,0.2934,-0.1014,1.0915
1710124636.2921216,0.43385710194877797,-0.005349383545772603,-0.006421898557381217,0.9009429273839751,0.000737,-0.000885,0.000396,0.028,0.154,-9.852,0.2914,-0.0958,1.0901
1710124637.2940145,0.4338413060065916,-0.005357133612962272,-0.006418205681070636,0.9009505141559015,0.000472,0.000565,0.001529,0.046,0.161,-9.856,0.2903,-0.098,1.0888
1710124638.2976284,0.43384912149968813,-0.005360975670186499,-0.006426021174167332,0.9009466720986774,0.001375,2.1e-05,-0.001993,0.044,0.159,-9.88,0.2893,-0.0969,1.0912
1710124639.2993267,0.43384909677794353,-0.005365051739997917,-0.006414372622229113,0.9009467427482343,0.001,0.000418,0.000843,0.041,0.146,-9.837,0.2903,-0.0969,1.0913
1710124640.299293,0.4338413060065916,-0.005357133612962272,-0.006418205681070636,0.9009505141559015,0.000113,3.6e-05,-0.001158,0.051,0.173,-9.837,0.2913,-0.0991,1.0914
1710124641.304919,0.43383339694779693,-0.005360863514142689,-0.006426114739865152,0.900954244057082,-0.000631,4.2e-05,0.000294,0.058,0.187,-9.83,0.2893,-0.098,1.0913
1710124642.307132,0.4338413060065916,-0.005357133612962272,-0.006418205681070636,0.9009505141559015,0.000135,-0.001461,0.00028,0.036,0.151,-9.861,0.2892,-0.0991,1.0862
1710124643.3126643,0.43382553462229373,-0.005360807435508403,-0.006426161521979997,0.900958029933367,-0.0003,0.000521,0.000793,0.042,0.163,-9.838,0.2913,-0.0991,1.0914
1710124644.3152962,0.43382550989869956,-0.005364883810276802,-0.006414513076757029,0.9009581005822767,0.000223,-0.001144,-0.001087,0.039,0.159,-9.822,0.2905,-0.0903,1.0899
1710124645.3163474,0.433833300702963,-0.0053728019707618944,-0.006410680087014346,0.9009543292425969,6.1e-05,-1.6e-05,-0.001249,0.057,0.147,-9.86,0.2903,-0.0969,1.09
